poste,entreprise,lieu,salary_min,salary_max,currency,description,source,pays
DevOps Engineer Freelancer,Code and Pepper,"Kraków, małopolskie",216000,288000,,"W Code & Pepper wspieramy klientów z branż, gdzie nie ma miejsca na półśrodki – FinTech, HealthTech i AI. Pomagamy im skalować zespoły, rozwijać platformy i dowozić nowe funkcje wtedy, kiedy są naprawdę potrzebne. Jednym z takich projektów jest platforma, która pomaga dużym inwestorom (np. funduszom) ogarniać, jak firmy naprawdę działają pod kątem środowiska, odpowiedzialności społecznej i ładu korporacyjnego (czyli ESG). Zamiast przeglądać tony raportów, dostają aktualne i wiarygodne dane w je…",adzuna_api,pl
Senior Azure DevOps,Remodevs,"Warszawa, mazowieckie",66000,79200,,"Please note - hybrid from Warsaw (3 days from the office, 2 remotely). About Us: We are a leading provider of digital solutions and consulting services, helping organizations transform their operations, drive value, and innovate through technology. With deep industry expertise and a tailored approach, we deliver comprehensive solutions that meet the unique needs of our clients. Our work also includes delivering cutting-edge technology to private capital markets through our Olympus suite - cloud…",adzuna_api,pl
Devops *Aws* Siem*,makeitright,"Warszawa, mazowieckie",302400,322560,,"Poszukiwany: DevOps Engineer Lokalizacja: Warszawa /praca hybrydowa ( fajnie, jakby można było spotkać się raz w tygodniu w biurze) Forma współpracy: B2B Zespół: Obecnie zespół składa się z 4 developerów, 2 testerów (w tym QA zajmującego się automatyzacją) oraz analityka. Zadania: Tworzenie architektury technicznej opartej na klastrach technologicznych Budowa i utrzymanie infrastruktury wirtualnej Projektowanie i utrzymywanie frameworków CI/CD Wdrażanie i utrzymanie pipeline’ów CI/CD Wsparcie c…",adzuna_api,pl
Senior DevOps Engineer,KUBO,"Gdańsk, Trójmiasto",342720,403200,,"You’ll be joining a greenfield project focused on designing and building a data analytics platform for the railway industry from scratch. This is a great opportunity to work on a mission-critical system that will influence operational efficiency and decision-making across an entire transport network. Our client, is an award-winning cloud-native digital consultancy based in the UK, known for delivering high-impact digital transformation projects. Key Highlights: Building a scalable, cloud-native…",adzuna_api,pl
DevOps Engineer Azure,Nexio Management,"Warszawa, mazowieckie",240000,276000,,"Nexio Management to zaufany partner biznesowy w drodze do cyfrowej przyszłości. Posiadamy prawie 20-letnie doświadczenie na rynku IT w Polsce i poza jej granicami. Prowadzimy działania w oparciu o transparentne i szczere relacje. Tworzymy innowacyjne rozwiązania technologiczne, kreując przy tym interesujące i rozwojowe środowisko pracy dla naszych ekspertów. Obecnie zatrudniamy 550 konsultantów, którzy świadczą usługi IT dla Klientów na całym świecie. Nasza główna siedziba mieści się w Warszawi…",adzuna_api,pl
Devops with ML,Hirexa,Polska,252000,264600,,"Job Title:Devops with ML Location:Poland,Remote Employment Type:B2B About Hirexa Solutions: Hirexa Solutions is a leading player in the recruitment ecosystem across the United States, United Kingdom, Europe, and India. As the fastest-growing next-generation provider of technology talent, we empower our clients to become resourceful, achieve higher productivity, adopt agile structures, and effectively execute project deliverables. Envisioned and co-founded by veterans of the Information Technolo…",adzuna_api,pl
Senior DevOps Engineer,DCG,"Warszawa, mazowieckie",302400,342720,,"As a recruitment company, DCG understands that every business is powered by experienced professionals. Our management style and partnership approach enable us to meet your needs and provide continuous support. Due to our ongoing growth and the large number of recruitment projects we undertake for our partners, we are currently looking for: Senior DevOps Engineer Responsibilities: Configuration of dev/test/prod environments (AWS, Terraform/CDK) Preparation and implementation of CI/CD pipelines (…",adzuna_api,pl
Senior DevOps Engineer,DCG,"Kraków, małopolskie",302400,342720,,"As a recruitment company, DCG understands that every business is powered by experienced professionals. Our management style and partnership approach enable us to meet your needs and provide continuous support. Due to our ongoing growth and the large number of recruitment projects we undertake for our partners, we are currently looking for: Senior DevOps Engineer Responsibilities: Configuration of dev/test/prod environments (AWS, Terraform/CDK) Preparation and implementation of CI/CD pipelines (…",adzuna_api,pl
Senior DevOps Engineer,DCG,"Poznań, wielkopolskie",302400,342720,,"As a recruitment company, DCG understands that every business is powered by experienced professionals. Our management style and partnership approach enable us to meet your needs and provide continuous support. Due to our ongoing growth and the large number of recruitment projects we undertake for our partners, we are currently looking for: Senior DevOps Engineer Responsibilities: Configuration of dev/test/prod environments (AWS, Terraform/CDK) Preparation and implementation of CI/CD pipelines (…",adzuna_api,pl
Senior DevOps Engineer,DCG,"Gdańsk, Trójmiasto",302400,342720,,"As a recruitment company, DCG understands that every business is powered by experienced professionals. Our management style and partnership approach enable us to meet your needs and provide continuous support. Due to our ongoing growth and the large number of recruitment projects we undertake for our partners, we are currently looking for: Senior DevOps Engineer Responsibilities: Configuration of dev/test/prod environments (AWS, Terraform/CDK) Preparation and implementation of CI/CD pipelines (…",adzuna_api,pl
Senior DevOps Engineer,DCG,"Wrocław, dolnośląskie",302400,342720,,"As a recruitment company, DCG understands that every business is powered by experienced professionals. Our management style and partnership approach enable us to meet your needs and provide continuous support. Due to our ongoing growth and the large number of recruitment projects we undertake for our partners, we are currently looking for: Senior DevOps Engineer Responsibilities: Configuration of dev/test/prod environments (AWS, Terraform/CDK) Preparation and implementation of CI/CD pipelines (…",adzuna_api,pl
DevOps Engineer AWS,Connectis,"Warszawa, mazowieckie",288000,318000,,"Wspólnie z naszym Partnerem, dynamicznie rozwijającą się organizacją w branży ubezpieczeniowej, poszukujemy osoby na stanowisko Devops Engineer (AWS). Dołączysz do zespołu realizującego modernizację dużego portalu dla klientów w Niemczech. Portal działa w oparciu o nowoczesne technologie AWS (serverless i konteneryzacja) oraz OpenShift (on-prem). Zespół składa się z około 30 osób podzielonych na 3 zespoły scrumowe (każdy z PO, devami, testerami, architektem i test managerem). ‍TWOJA ROLA: Proje…",adzuna_api,pl
DevOps Engineer AWS,Connectis,"Gdańsk, Trójmiasto",288000,318000,,"Wspólnie z naszym Partnerem, dynamicznie rozwijającą się organizacją w branży ubezpieczeniowej, poszukujemy osoby na stanowisko Devops Engineer (AWS). Dołączysz do zespołu realizującego modernizację dużego portalu dla klientów w Niemczech. Portal działa w oparciu o nowoczesne technologie AWS (serverless i konteneryzacja) oraz OpenShift (on-prem). Zespół składa się z około 30 osób podzielonych na 3 zespoły scrumowe (każdy z PO, devami, testerami, architektem i test managerem). ‍TWOJA ROLA: Proje…",adzuna_api,pl
Senior DevOps Engineer,Syberry,"Kraków, małopolskie",360000,480000,,"We are building a financial platform that will research and run systematic trading strategies. We collaborate with the quant team on strategies research, risk modeling, and portfolio optimizations. Our software engineering team embeds the corresponding logic into the platform. Similar systems already exist on the market, but quants need to use several of them to research and run trading strategies. Our client’s idea is to build a system that can do it all. Client : Several quants with 15 years …",adzuna_api,pl
Senior DevOps Engineer,Hard Rock Digital,"Gdańsk, Trójmiasto",336000,384000,,"Location: Poland only, fully remote Job Type: B2B, full time What are we building? Hard Rock Digital is a team focused on becoming the best online sportsbook, casino, and social casino company in the world. We’re building a team that resonates passion for learning, operating and building new products and technologies for millions of consumers. We care about each customer's interaction, experience, behavior, and insight and strive to ensure we’re always acting authentically. Rooted in the kindre…",adzuna_api,pl
Senior DevOps Engineer,Hard Rock Digital,Polska,336000,384000,,"Location: Poland only, fully remote Job Type: B2B, full time What are we building? Hard Rock Digital is a team focused on becoming the best online sportsbook, casino, and social casino company in the world. We’re building a team that resonates passion for learning, operating and building new products and technologies for millions of consumers. We care about each customer's interaction, experience, behavior, and insight and strive to ensure we’re always acting authentically. Rooted in the kindre…",adzuna_api,pl
AI Developer,STRIVE Sp. z o.o.,"Warszawa, mazowieckie",228000,288000,,"Dla jednego z naszych Klientów, międzynarodowego softwarehouse'u tworzącego aplikacje mobilne i webowe, poszukujemy AI Developera, który chciałby rozwijać się w projektach opartych o Sztuczną Inteligencję i Machine Learning. Twój zakres obowiązków • Opracowywanie i wdrażanie modeli AI oraz ich integracje • Prowadzenie dokumentacji technicznej • Dbanie o jakość kodu oraz korzystanie z dobrych praktyk programistycznych • Aktywny udział w spotkaniach oraz proponowanie możliwych usprawnień Wymagani…",adzuna_api,pl
AI Developer,STRIVE Sp. z o.o.,"Gdańsk, Trójmiasto",228000,288000,,"Dla jednego z naszych Klientów, międzynarodowego softwarehouse'u tworzącego aplikacje mobilne i webowe, poszukujemy AI Developera, który chciałby rozwijać się w projektach opartych o Sztuczną Inteligencję i Machine Learning. Twój zakres obowiązków • Opracowywanie i wdrażanie modeli AI oraz ich integracje • Prowadzenie dokumentacji technicznej • Dbanie o jakość kodu oraz korzystanie z dobrych praktyk programistycznych • Aktywny udział w spotkaniach oraz proponowanie możliwych usprawnień Wymagani…",adzuna_api,pl
AI Engineer,Innergy,Polska,312000,390000,,"About Us INNERGY is a product with over 9 years of history on the market. Our team consists of more than 100 people (over half based in Poland, the rest in the USA and Australia), combining unique knowledge, experience, and skills. The atmosphere of a small product-focused company, combined with the business expertise of large organizations that have invested in us, has helped us gain over 300 customers from the USA, Canada, Australia, New Zealand, and the UK. AI Engineering at INNERGY As we co…",adzuna_api,pl
Architekt AI,Clurgo,"Warszawa, mazowieckie",383040,483840,,"Dołącz do zespołu Clurgo, który wraz z grupą ekspertów Klienta z branży medycznej , pracuje nad wdrażaniem przełomowych technologii AI . Jako Architekt AI będziesz kierował projektowaniem i wdrażaniem zaawansowanych rozwiązań AI oraz architektury strategicznej. Będziesz ściśle współpracować z liderami technologicznymi w ramach globalnej społeczności klientów. ✅Technologie: Python/Java/Go, AWS/Azure/GCP, modele GenAI ✅Metodyka pracy: Agile - Scrum Szukamy Ciebie, jeśli: masz co najmniej 7 lat do…",adzuna_api,pl
